formula	count
openssl@3	475490
ca-certificates	387600
python@3.14	318147
sqlite	310804
gh	307373
node	285761
libcap	255075
xz	234246
bubblewrap	234053
zstd	212272
glib	207465
ffmpeg	200340
libffi	179604
awscli	178319
fontconfig	171684
readline	171349
uv	168482
pcre2	159862
lz4	157125
icu4c@78	155030
cmake	154623
libtiff	151540
jpeg-turbo	149581
gmp	135965
mpdecimal	133040
libngtcp2	128083
git	124078
libnghttp3	123531
harfbuzz	121953
libpng	118968
fmt	118000
gcc	117515
libunistring	115213
libx11	114779
gettext	114533
little-cms2	113470
llhttp	112771
ncurses	112467
libvmaf	110542
expat	105990
pkgconf	105500
go	103357
c-ares	103299
jq	102926
zlib-ng-compat	100963
poppler	98487
python@3.13	97829
graphite2	94832
freetype	93943
libxext	87043
gnupg	86376
sdl3	84832
pango	84697
xorgproto	84528
brotli	83520
giflib	83248
tmux	82640
llvm	81718
protobuf	81286
libnghttp2	78906
hdrhistogram_c	78255
coreutils	76992
gnutls	73120
libxcb	72795
openexr	72626
python@3.12	72343
imagemagick	72278
cairo	72092
json-c	71505
luajit	70585
deno	70225
certifi	69440
sdl2-compat	67718
libssh2	67206
pixman	66935
mise	66303
xcbeautify	66067
yt-dlp	65818
gpgme	65719
curl	64790
gdk-pixbuf	64703
pipx	64576
z3	63960
webp	62786
openjph	62573
x265	62307
libxau	61744
dav1d	61490
oniguruma	61035
pnpm	60409
just	60111
libxdmcp	59892
docker	59814
ripgrep	58691
libxrender	58328
libuv	58082
p11-kit	57974
libevent	57890
krb5	57839
libomp	56572
