formula	count
openssl@3	564594
ca-certificates	442877
sqlite	301895
gh	265112
libcap	256314
python@3.14	239043
node	238585
bubblewrap	232840
glib	203213
xz	197470
pkgconf	197250
awscli	196651
uv	185017
zstd	181969
ffmpeg	181408
fontconfig	177871
libtiff	161866
libffi	160653
json-c	152599
jpeg-turbo	152229
cmake	151928
pcre2	147048
readline	146621
git	138808
icu4c@78	136387
lz4	135348
gmp	131307
libnghttp3	124576
libngtcp2	123200
mpdecimal	119569
go	117490
c-ares	117446
ncurses	113001
libx11	107547
libpng	102815
poppler	101128
harfbuzz	100405
gettext	99987
zlib-ng-compat	98290
libunistring	96496
little-cms2	95670
ripgrep	95133
expat	94191
fmt	92158
gnupg	88031
gcc	87577
jq	87385
libssh2	85745
webp	83961
libvmaf	83370
hdrhistogram_c	82884
giflib	82689
pango	82394
dav1d	82141
sdl3	80864
freetype	80168
python@3.13	80009
tmux	78232
luajit	78203
graphite2	76838
coreutils	76451
llhttp	75669
xorgproto	75477
deno	75143
p11-kit	74016
libxext	73697
lame	73407
brotli	72637
pnpm	70667
libevent	70396
libnghttp2	67993
z3	67261
protobuf	66641
llvm	66026
libtool	65888
pipx	65559
libxcb	65036
fzf	63931
mise	63572
imagemagick	62681
gnutls	62296
svt-av1	60320
cairo	60070
certifi	59985
oniguruma	59830
just	59455
docker	59058
xcbeautify	58804
yt-dlp	57936
sdl2-compat	57289
gpgme	57178
isl	57104
pixman	56242
gdk-pixbuf	55079
libxau	55059
krb5	55051
x265	54931
curl	54557
libxdmcp	53468
python@3.12	53439
