formula	count
openssl@3	575992
ca-certificates	452323
sqlite	300182
gh	267467
libcap	262517
node	245563
python@3.14	240793
bubblewrap	238046
awscli	203075
pkgconf	201571
glib	200751
xz	199729
uv	186335
zstd	184410
ffmpeg	180954
fontconfig	179945
libtiff	164054
libffi	161132
json-c	156779
jpeg-turbo	153991
cmake	153250
pcre2	148661
readline	146492
git	138508
icu4c@78	137775
lz4	137566
gmp	134280
libngtcp2	125111
mpdecimal	121183
libnghttp3	121122
go	120433
c-ares	118688
ncurses	115962
libx11	108886
libpng	103785
poppler	102545
harfbuzz	100847
gettext	100159
zlib-ng-compat	99738
ripgrep	97000
libunistring	96563
little-cms2	96395
libssh2	95104
expat	94761
fmt	90611
gnupg	89101
gcc	88399
jq	87662
webp	86662
giflib	84292
hdrhistogram_c	83435
dav1d	82876
libvmaf	82790
freetype	80782
sdl3	80318
python@3.13	80089
luajit	79250
coreutils	78485
pango	78205
graphite2	77187
xorgproto	76344
tmux	75613
p11-kit	74755
deno	74279
llhttp	74154
libxext	74072
lame	73876
brotli	73034
libevent	71493
pnpm	70629
imagemagick	68495
libnghttp2	68403
pipx	67737
z3	67681
libtool	67622
protobuf	66534
llvm	66384
mise	66164
libxcb	65806
fzf	64591
gnutls	62635
xcbeautify	61440
svt-av1	60853
certifi	60823
cairo	60426
just	59921
oniguruma	59889
isl	57945
yt-dlp	57436
docker	57381
pixman	56550
sdl2-compat	56397
gpgme	56023
libxau	55764
krb5	55702
x265	55074
libxdmcp	54266
curl	53904
python@3.12	53317
libpsl	52917
