formula	count
openssl@3	548981
ca-certificates	465209
sqlite	281719
gh	271970
node	265961
libcap	260127
bubblewrap	233178
python@3.14	231731
pkgconf	211006
awscli	201396
glib	197302
uv	194486
xz	189723
ffmpeg	181280
fontconfig	177702
json-c	174306
zstd	173218
cmake	171993
libtiff	163615
libffi	154502
pcre2	145072
readline	137978
jpeg-turbo	134912
icu4c@78	131893
lz4	129505
gmp	126413
go	122919
c-ares	118907
ncurses	118881
mpdecimal	117274
git	112454
libngtcp2	111170
libnghttp3	109920
harfbuzz	108354
libx11	106239
poppler	105777
libssh2	105771
ripgrep	104410
zlib-ng-compat	98789
libpng	98385
gettext	94037
webp	92080
little-cms2	90930
libunistring	89369
expat	89033
llhttp	86115
dav1d	84304
giflib	83035
gcc	82549
fmt	82421
jq	82013
luajit	80312
gnupg	79150
libvmaf	76896
lame	76334
libnghttp2	76276
freetype	76114
python@3.13	75932
p11-kit	75008
imagemagick	74543
pipx	73931
pnpm	73701
xorgproto	73465
coreutils	73353
fzf	73017
graphite2	72537
simdjson	71726
libtool	71008
mise	70876
brotli	69919
libxext	69437
sdl3	69332
deno	67471
z3	66712
pango	65231
llvm	64390
hdrhistogram_c	64207
libxcb	63524
protobuf	62951
ada-url	62667
svt-av1	62645
certifi	61448
libevent	59857
gnutls	59666
openjdk	58525
docker	58180
isl	57977
yt-dlp	57725
mpg123	57575
oniguruma	57136
cairo	56147
xcbeautify	55522
tmux	55215
just	54346
krb5	54252
x265	54003
libxau	53519
sdl2-compat	52892
pixman	52697
tesseract	52695
